1226780,Handwritten Numeral Databases of Indian Scripts and Multistage Recognition of Mixed Numerals.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280168,Automatic Summarization of Changes in Biological Image Sequences Using Algorithmic Information Theory.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280169,3D Shape Recovery of Smooth Surfaces: Dropping the Fixed-Viewpoint Assumption.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280170,FINE: Fisher Information Nonparametric Embedding.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280171,Looking for Shapes in Two-Dimensional Cluttered Point Clouds.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280172,Comments on Plane-Based Optimization for 3D Object Reconstruction from Single Line Drawings.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280173,Bregman Divergences and Surrogates for Learning.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280174,Enhancing Bilinear Subspace Learning by Element Rearrangement.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280175,Fast Similarity Search for Learned Metrics.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280176,Rotational Invariance Based on Fourier Analysis in Polar and Spherical Coordinates.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280177,Classification Based on Hybridization of Parametric and Nonparametric Classifiers.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280178,Calibration of Cameras with Radially Symmetric Distortion.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280179,Linear Neighborhood Propagation and Its Applications.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280180,Tailored Aggregation for Classification.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280181,Canonical Correlation Analysis of Video Volume Tensors for Action Categorization and Detection.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280182,Discriminative Face Alignment.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280183,Guest Editors' Introduction to the Special Section on Award Winning Papers from the IEEE CS Conference on Computer Vision and Pattern Recognition (CVPR).,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280184,Rotation Invariant Kernels and Their Application to Shape Analysis.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280185,Multiple-Target Tracking by Spatiotemporal Monte Carlo Markov Chain Data Association.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280186,Layered Dynamic Textures.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280187,A New Algorithm and System for the Characterization of Handwriting Strokes with Delta-Lognormal Parameters.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280188,A Novel Feature Selection Methodology for Automated Inspection Systems.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280189,Minimum Distance between Pattern Transformation Manifolds: Algorithm and Applications.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280190,Ordinal Measures for Iris Recognition.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280191,Efficient Sparse Kernel Feature Extraction Based on Partial Least Squares.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280192,Guest Editors' Introduction to the Special Section on Probabilistic Graphical Models.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280193,Variational Curve Skeletons Using Gradient Vector Flow.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280194,A Hybrid Feature Extraction Selection Approach for High-Dimensional Non-Gaussian Data Clustering.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280195,Supervised Learning of Quantizer Codebooks by Information Loss Minimization.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280196,Optimal Classifier Fusion in a Non-Bayesian Probabilistic Framework.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280197,Scale-Space Behavior of Planar-Curve Corners.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280198,Global Stereo Reconstruction under Second-Order Smoothness Priors.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280199,A Constant-Time Algorithm for Finding Neighbors in Quadtrees.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280200,Scene Text Recognition Using Similarity and a Lexicon with Sparse Belief Propagation.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280201,Toward Practical Smile Detection.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280202,Face Photo-Sketch Synthesis and Recognition.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280203,On Symmetry  Perspectivity  and Level-Set-Based Segmentation.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280204,TurboPixels: Fast Superpixels Using Geometric Flows.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280205,Information Loss of the Mahalanobis Distance in High Dimensions: Application to Feature Selection.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280206,A Novel Knowledge-Based System for Interpreting Complex Engineering Drawings: Theory  Representation  and Implementation.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280207,A Stochastic Filtering Technique for Fluid Flow Velocity Fields Tracking.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280208,Deformed Lattice Detection in Real-World Images Using Mean-Shift Belief Propagation.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280209,SemiBoost: Boosting for Semi-Supervised Learning.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280210,Human Action Recognition by Semilatent Topic Models.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280211,A Small Sphere and Large Margin Approach for Novelty Detection Using Training Data with Outliers.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280212,Two-Dimensional Multilabel Active Learning with an Efficient Online Adaptation Model for Image Classification.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280213,A Path Following Algorithm for the Graph Matching Problem.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280214,Using Stereo Matching with General Epipolar Geometry for 2D Face Recognition across Pose.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280215,Probabilistic Modeling of Scene Dynamics for Applications in Visual Surveillance.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280216,Synergy between Object Recognition and Image Segmentation Using the Expectation-Maximization Algorithm.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280217,Observing Human-Object Interactions: Using Spatial and Functional Compatibility for Recognition.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280218,A Mixture of Transformed Hidden Markov Models for Elastic Motion Estimation.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280219,A New Distance Measure for Model-Based Sequence Clustering.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280220,Comments on What the Back of the Object Looks Like: 3D Reconstruction from Line Drawings without Hidden Lines.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280221,Automatic Writer Identification of Ancient Greek Inscriptions.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280222,Exploration of Shape Variation Using Localized Components Analysis.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280223,Unsupervised Learning of Probabilistic Object Models (POMs) for Object Classification  Segmentation  and Recognition Using Knowledge Propagation.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280224,View-Invariant Action Recognition from Point Triplets.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280225,Generalized Risk Zone: Selecting Observations for Classification.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280226,Optimal Combination of Nested Clusters by a Greedy Approximation Algorithm.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280227,Signature Detection and Matching for Document Image Retrieval.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280228,A Statistical Approach to Material Classification Using Image Patch Exemplars.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280229,Responses to the Comments on What the Back of the Object Looks Like: 3D Reconstruction from Line Drawings without Hidden Lines.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280230,Leave-One-Out-Training and Leave-One-Out-Testing Hidden Markov Models for a Handwritten Numeral Recognizer: The Implications of a Single Classifier and Multiple Classifications.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280231,Evaluation of Stereo Matching Costs on Images with Radiometric Differences.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280232,PÂ_ & Beyond: Move Making Algorithms for Solving Higher Order Functions.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280233,Optimal Reconstruction of Approximate Planar Surfaces Using Photometric Stereo.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280234,Shape and Motion Reconstruction from 3D-to-1D Orthographically Projected Data via Object-Image Relations.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280235,Context-Aware Visual Tracking.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280236,Optimal Decision Rule with Class-Selective Rejection and Performance Constraints.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280237,Sign Language Spotting with a Threshold Model Based on Conditional Random Fields.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280238,Piecewise Linear Models with Guaranteed Closeness to the Data.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280239,Detection  Localization  and Sex Classification of Faces from Arbitrary Viewpoints and under Occlusion.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280240,Single-Image Vignetting Correction.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280241,A Unified Framework for Gesture Recognition and Spatiotemporal Gesture Segmentation.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280242,Statistical Hough Transform.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280243,An O(NÂ_) Square Root Unscented Kalman Filter for Visual Simultaneous Localization and Mapping.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280244,Introduction of New Associate Editors.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280245,Toward Accurate and Fast Iris Segmentation for Iris Biometrics.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280246,On Scene Segmentation and Histograms-Based Curve Evolution.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280247,Responses to the Comments on Plane-Based Optimization for 3D Object Reconstruction from Single Line Drawings.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280248,Bidirectional Texture Function Modeling: A State of the Art Survey.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280249,Watershed Cuts: Minimum Spanning Forests and the Drop of Water Principle.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280250,A Novel Algorithm for Detecting Singular Points from Fingerprint Images.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280251,Robust Sequential Data Modeling Using an Outlier Tolerant Hidden Markov Model.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280252,A Probabilistic Framework for 3D Visual Object Representation.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280253,Multistream Articulatory Feature-Based Models for Visual Speech Recognition.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280254,Efficient Subwindow Search: A Branch and Bound Framework for Object Localization.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280255,Monocular Pedestrian Detection: Survey and Experiments.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280256,Preprocessing of Low-Quality Handwritten Documents Using Markov Random Fields.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280257,A Fast 2D Shape Recovery Approach by Fusing Features and Appearance.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280258,Appearance Derivatives for Isonormal Clustering of Scenes.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280259,Epitomic Location Recognition.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280260,Combining Slanted-Frame Classifiers for Improved HMM-Based Arabic Handwriting Recognition.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280261,Factorial Switching Linear Dynamical Systems Applied to Physiological Condition Monitoring.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280262,Discriminative Learning for Dynamic State Prediction.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280263,Robust Multiperson Tracking from a Mobile Platform.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1280264,Face Relighting from a Single Image under Arbitrary Unknown Lighting Conditions.,IEEE Trans. Pattern Anal. Mach. Intell.,2009
1281889,State of the Transactions Editorial.,IEEE Trans. Knowl. Data Eng.,2010
1281890,Learning from Imbalanced Data.,IEEE Trans. Knowl. Data Eng.,2009
1281891,MILD: Multiple-Instance Learning via Disambiguation.,IEEE Trans. Knowl. Data Eng.,2010
1281892,Deterministic Column-Based Matrix Decomposition.,IEEE Trans. Knowl. Data Eng.,2010
1281893,Subontology-Based Resource Management for Web-Based e-Learning.,IEEE Trans. Knowl. Data Eng.,2009
1281894,Optimization Techniques for Reactive Network Monitoring.,IEEE Trans. Knowl. Data Eng.,2009
1281895,estMax: Tracing Maximal Frequent Item Sets Instantly over Online Transactional Data Streams.,IEEE Trans. Knowl. Data Eng.,2009
1281896,An Implementation of the CORDRA Architecture Enhanced for Systematic Reuse of Learning Objects.,IEEE Trans. Knowl. Data Eng.,2009
1281897,ANGEL: Enhancing the Utility of Generalization for Privacy Preserving Publication.,IEEE Trans. Knowl. Data Eng.,2009
1281898,Automating the Design and Construction of Query Forms.,IEEE Trans. Knowl. Data Eng.,2009
1281899,GLIP: A Concurrency Control Protocol for Clipping Indexing.,IEEE Trans. Knowl. Data Eng.,2009
1281900,Effective and Efficient Query Processing for Video Subsequence Identification.,IEEE Trans. Knowl. Data Eng.,2009
1281901,EIC Editorial.,IEEE Trans. Knowl. Data Eng.,2009
1281902,Determining Attributes to Maximize Visibility of Objects.,IEEE Trans. Knowl. Data Eng.,2009
1281903,Improving Personalization Solutions through Optimal Segmentation of Customer Bases.,IEEE Trans. Knowl. Data Eng.,2009
1281904,Batch Mode Active Learning with Applications to Text Categorization and Image Retrieval.,IEEE Trans. Knowl. Data Eng.,2009
1281905,Extracting Takagi-Sugeno Fuzzy Rules with Interpretable Submodels via Regularization of Linguistic Modifiers.,IEEE Trans. Knowl. Data Eng.,2009
1281906,Lanczos Vectors versus Singular Vectors for Effective Dimension Reduction.,IEEE Trans. Knowl. Data Eng.,2009
1281907,RiMOM: A Dynamic Multistrategy Ontology Alignment Framework.,IEEE Trans. Knowl. Data Eng.,2009
1281908,Interactive Correction and Recommendation for Computer Language Learning and Training.,IEEE Trans. Knowl. Data Eng.,2009
1281909,Ranking and Suggesting Popular Items.,IEEE Trans. Knowl. Data Eng.,2009
1281910,Reducing Redundancy in Subspace Clustering.,IEEE Trans. Knowl. Data Eng.,2009
1281911,Large Margin Feature Weighting Method via Linear Programming.,IEEE Trans. Knowl. Data Eng.,2009
1281912,Communities and Emerging Semantics in Semantic Link Network: Discovery and Learning.,IEEE Trans. Knowl. Data Eng.,2009
1281913,Multirelational k-Anonymity.,IEEE Trans. Knowl. Data Eng.,2009
1281914,Result Merging Technique for Answering XPath Query over XSLT Transformed Data.,IEEE Trans. Knowl. Data Eng.,2009
1281915,Nonlinear Dimensionality Reduction with Local Spline Embedding.,IEEE Trans. Knowl. Data Eng.,2009
1281916,The Development of Fuzzy Rough Sets with the Use of Structures and Algebras of Axiomatic Fuzzy Sets.,IEEE Trans. Knowl. Data Eng.,2009
1281917,A Pure Nash Equilibrium-Based Game Theoretical Method for Data Replication across Multiple Servers.,IEEE Trans. Knowl. Data Eng.,2009
1281918,A Survey of Uncertain Data Algorithms and Applications.,IEEE Trans. Knowl. Data Eng.,2009
1281919,Hierarchically Distributed Peer-to-Peer Document Clustering and Cluster Summarization.,IEEE Trans. Knowl. Data Eng.,2009
1281920,A Communication Perspective on Automatic Text Categorization.,IEEE Trans. Knowl. Data Eng.,2009
1281921,Guest Editors' Introduction: Knowledge and Data Engineering for E-Learning.,IEEE Trans. Knowl. Data Eng.,2009
1281922,Efficient Skyline Computation in Structured Peer-to-Peer Systems.,IEEE Trans. Knowl. Data Eng.,2009
1281923,General Cost Models for Evaluating Dimensionality Reduction in High-Dimensional Spaces.,IEEE Trans. Knowl. Data Eng.,2009
1281924,Similarity-Profiled Temporal Association Mining.,IEEE Trans. Knowl. Data Eng.,2009
1281925,The Subgraph Similarity Problem.,IEEE Trans. Knowl. Data Eng.,2009
1281926,Distributed Skyline Retrieval with Low Bandwidth Consumption.,IEEE Trans. Knowl. Data Eng.,2009
1281927,Active Integrity Constraints for Database Consistency Maintenance.,IEEE Trans. Knowl. Data Eng.,2009
1281928,Open Smart Classroom: Extensible and Scalable Learning System in Smart Space Using Web Service Technology.,IEEE Trans. Knowl. Data Eng.,2009
1281929,Efficient Processing of Metric Skyline Queries.,IEEE Trans. Knowl. Data Eng.,2009
1281930,Detecting  Assessing and Monitoring Relevant Topics in Virtual Information Environments.,IEEE Trans. Knowl. Data Eng.,2009
1281931,Visible Reverse k-Nearest Neighbor Query Processing in Spatial Databases.,IEEE Trans. Knowl. Data Eng.,2009
1281932,Olex: Effective Rule Learning for Text Categorization.,IEEE Trans. Knowl. Data Eng.,2009
1281933,Fast Query Point Movement Techniques for Large CBIR Systems.,IEEE Trans. Knowl. Data Eng.,2009
1281934,Evaluating the Effectiveness of Personalized Web Search.,IEEE Trans. Knowl. Data Eng.,2009
1281935,Optimal-Location-Selection Query Processing in Spatial Databases.,IEEE Trans. Knowl. Data Eng.,2009
1281936,Compression and Aggregation for Logistic Regression Analysis in Data Cubes.,IEEE Trans. Knowl. Data Eng.,2009
1281937,Distributional Features for Text Categorization.,IEEE Trans. Knowl. Data Eng.,2009
1281938,Rough Cluster Quality Index Based on Decision Theory.,IEEE Trans. Knowl. Data Eng.,2009
1281939,Exact Knowledge Hiding through Database Extension.,IEEE Trans. Knowl. Data Eng.,2009
1281940,Information-Theoretic Distance Measures for Clustering Validation: Generalization and Normalization.,IEEE Trans. Knowl. Data Eng.,2009
1281941,Clustering and Sequential Pattern Mining of Online Collaborative Learning Data.,IEEE Trans. Knowl. Data Eng.,2009
1281942,Learning in an Ambient Intelligent World: Enabling Technologies and Practices.,IEEE Trans. Knowl. Data Eng.,2009
1281943,Progressive Parametric Query Optimization.,IEEE Trans. Knowl. Data Eng.,2009
1281944,A Divide-and-Conquer Approach for Minimum Spanning Tree-Based Clustering.,IEEE Trans. Knowl. Data Eng.,2009
1281945,A Novel Bayes Model: Hidden Naive Bayes.,IEEE Trans. Knowl. Data Eng.,2009
1281946,On the Design and Applicability of Distance Functions in High-Dimensional Data Space.,IEEE Trans. Knowl. Data Eng.,2009
1281947,Automatically Determining the Number of Clusters in Unlabeled Data Sets.,IEEE Trans. Knowl. Data Eng.,2009
1281948,Toward a Fuzzy Domain Ontology Extraction Method for Adaptive e-Learning.,IEEE Trans. Knowl. Data Eng.,2009
1281949,Optimal Lot Sizing Policies For Sequential Online Auctions.,IEEE Trans. Knowl. Data Eng.,2009
1281950,GridVideo: A Practical Example of Nonscientific Application on the Grid.,IEEE Trans. Knowl. Data Eng.,2009
1281951,Approximate Distributed K-Means Clustering over a Peer-to-Peer Network.,IEEE Trans. Knowl. Data Eng.,2009
1281952,Catching the Trend: A Framework for Clustering Concept-Drifting Categorical Data.,IEEE Trans. Knowl. Data Eng.,2009
1281953,On the Effect of Location Uncertainty in Spatial Querying.,IEEE Trans. Knowl. Data Eng.,2009
1281954,Granular Computing and Knowledge Reduction in Formal Contexts.,IEEE Trans. Knowl. Data Eng.,2009
1281955,Effective Collaboration with Information Sharing in Virtual Universities.,IEEE Trans. Knowl. Data Eng.,2009
1281956,Adapted One-versus-All Decision Trees for Data Stream Classification.,IEEE Trans. Knowl. Data Eng.,2009
1281957,Predicting Missing Items in Shopping Carts.,IEEE Trans. Knowl. Data Eng.,2009
1281958,Monitoring Online Tests through Data Visualization.,IEEE Trans. Knowl. Data Eng.,2009
1281959,semQA: SPARQL with Idempotent Disjunction.,IEEE Trans. Knowl. Data Eng.,2009
1281960,Distributed View Divergence Control of Data Freshness in Replicated Database Systems.,IEEE Trans. Knowl. Data Eng.,2009
1281961,Bayes Vector Quantizer for Class-Imbalance Problem.,IEEE Trans. Knowl. Data Eng.,2009
1281962,A Generic Local Algorithm for Mining Data Streams in Large Distributed Systems.,IEEE Trans. Knowl. Data Eng.,2009
1281963,Patch Alignment for Dimensionality Reduction.,IEEE Trans. Knowl. Data Eng.,2009
1281964,Providing Flexible Process Support to Project-Centered Learning.,IEEE Trans. Knowl. Data Eng.,2009
1281965,Predictive Ensemble Pruning by Expectation Propagation.,IEEE Trans. Knowl. Data Eng.,2009
1281966,Histogram-Based Global Load Balancing in Structured Peer-to-Peer Systems.,IEEE Trans. Knowl. Data Eng.,2009
1281967,On the Expressive Power of the Relational Algebra on Finite Sets of Relation Pairs.,IEEE Trans. Knowl. Data Eng.,2009
1281968,Discovery of Structural and Functional Features in RNA Pseudoknots.,IEEE Trans. Knowl. Data Eng.,2009
1281969,Mining Projected Clusters in High-Dimensional Spaces.,IEEE Trans. Knowl. Data Eng.,2009
1281970,Learning Heuristics for the Superblock Instruction Scheduling Problem.,IEEE Trans. Knowl. Data Eng.,2009
1281971,Introduction of New Associate Editors.,IEEE Trans. Knowl. Data Eng.,2009
1281972,Schema Vacuuming in Temporal Databases.,IEEE Trans. Knowl. Data Eng.,2009
1281973,IMine: Index Support for Item Set Mining.,IEEE Trans. Knowl. Data Eng.,2009
1281974,Enhancing Learning Objects with an Ontology-Based Memory.,IEEE Trans. Knowl. Data Eng.,2009
1281975,Development of a Software Engineering Ontology for Multisite Software Development.,IEEE Trans. Knowl. Data Eng.,2009
1281976,Multiscale Representations for Fast Pattern Matching in Stream Time Series.,IEEE Trans. Knowl. Data Eng.,2009
1281977,Pooling for Combination of Multilevel Forecasts.,IEEE Trans. Knowl. Data Eng.,2009
1281978,Local Kernel Regression Score for Selecting Features of High-Dimensional Data.,IEEE Trans. Knowl. Data Eng.,2009
1281979,Locating XML Documents in a Peer-to-Peer Network Using Distributed Hash Tables.,IEEE Trans. Knowl. Data Eng.,2009
1281980,Discovering Transitional Patterns and Their Significant Milestones in Transaction Databases.,IEEE Trans. Knowl. Data Eng.,2009
1281981,Continuous K-Means Monitoring with Low Reporting Cost in Sensor Networks.,IEEE Trans. Knowl. Data Eng.,2009
1281982,A Novel Density-Based Clustering Framework by Using Level Set Method.,IEEE Trans. Knowl. Data Eng.,2009
1281983,Nonlinear Dimension Reduction with Kernel Sliced Inverse Regression.,IEEE Trans. Knowl. Data Eng.,2009
1281984,Tuning On-Air Signatures for Balancing Performance and Confidentiality.,IEEE Trans. Knowl. Data Eng.,2009
1281985,Join of Multiple Data Streams in Sensor Networks.,IEEE Trans. Knowl. Data Eng.,2009
1281986,Clustering with Local and Global Regularization.,IEEE Trans. Knowl. Data Eng.,2009
1281987,Privacy-Preserving Tuple Matching in Distributed Databases.,IEEE Trans. Knowl. Data Eng.,2009
1281988,URBE: Web Service Retrieval Based on Similarity Evaluation.,IEEE Trans. Knowl. Data Eng.,2009
1281989,Efficient Tree Structures for High Utility Pattern Mining in Incremental Databases.,IEEE Trans. Knowl. Data Eng.,2009
1281990,Approximation Bounds for Minimum Information Loss Microaggregation.,IEEE Trans. Knowl. Data Eng.,2009
1281991,A Dynamic Discretization Approach for Constructing Decision Trees with a Continuous Label.,IEEE Trans. Knowl. Data Eng.,2009
1281992,A Taxonomy of Similarity Mechanisms for Case-Based Reasoning.,IEEE Trans. Knowl. Data Eng.,2009
1281993,Manufacturing-Oriented Discrete Process Modeling Approach Using the Predicate Logic.,IEEE Trans. Knowl. Data Eng.,2009
1281994,Managing Frequent Updates in R-Trees for Update-Intensive Applications.,IEEE Trans. Knowl. Data Eng.,2009
1281995,A Model-Based Approach for Discrete Data Clustering and Feature Weighting Using MAP and Stochastic Complexity.,IEEE Trans. Knowl. Data Eng.,2009
1281996,Performance of a Finite-State Machine Implementation of Iterative Cluster Labeling on Desktop and Mobile Computing Platforms.,IEEE Trans. Knowl. Data Eng.,2009
1281997,Evaluating the Generation of Domain Ontologies in the Knowledge Puzzle Project.,IEEE Trans. Knowl. Data Eng.,2009
1281998,The Cyclic Model Analysis on Sequential Patterns.,IEEE Trans. Knowl. Data Eng.,2009
1281999,Efficient Similarity Join over Multiple Stream Time Series.,IEEE Trans. Knowl. Data Eng.,2009
1282000,NNexus: An Automatic Linker for Collaborative Web-Based Corpora.,IEEE Trans. Knowl. Data Eng.,2009
1282001,The Dynamic Bloom Filters.,IEEE Trans. Knowl. Data Eng.,2010
1282002,Learning with Positive and Unlabeled Examples Using Topic-Sensitive PLSA.,IEEE Trans. Knowl. Data Eng.,2010
1282003,Bayesian Classifiers Programmed in SQL.,IEEE Trans. Knowl. Data Eng.,2010
1282004,Development of a Bayesian Framework for Determining Uncertainty in Receiver Operating Characteristic Curve Estimates.,IEEE Trans. Knowl. Data Eng.,2010
1282005,LIGHT: A Query-Efficient Yet Low-Maintenance Indexing Scheme over DHTs.,IEEE Trans. Knowl. Data Eng.,2010
1282006,Density Conscious Subspace Clustering for High-Dimensional Data.,IEEE Trans. Knowl. Data Eng.,2010
1282007,Anonymous Query Processing in Road Networks.,IEEE Trans. Knowl. Data Eng.,2010
1282008,Object and Combination Shedding Schemes for Adaptive Media Workflow Execution.,IEEE Trans. Knowl. Data Eng.,2010
1282009,Aging Bloom Filter with Two Active Buffers for Dynamic Sets.,IEEE Trans. Knowl. Data Eng.,2010
1282010,Modeling Massive RFID Data Sets: A Gateway-Based Movement Graph Approach.,IEEE Trans. Knowl. Data Eng.,2010
1304740,Recognizing realistic actions from videos .,CVPR,2009
1304741,Stereographic rectification of omnidirectional stereo pairs.,CVPR,2009
1304742,Shape priors and discrete MRFs for knowledge-based segmentation.,CVPR,2009
1304743,Coupled Spectral Regression for matching heterogeneous faces.,CVPR,2009
1304744,Active stereo tracking of multiple free-moving targets.,CVPR,2009
1304745,Marked point processes for crowd counting.,CVPR,2009
1304746,Facial deblur inference to improve recognition of blurred fFaces.,CVPR,2009
1304747,Variational layered dynamic textures.,CVPR,2009
1304748,Resolution-Invariant Image Representation and its applications.,CVPR,2009
1304749,Discrete tracking of parametrized curves.,CVPR,2009
1304750,Shared Kernel Information Embedding for discriminative inference.,CVPR,2009
1304751,Symmetric two dimensional linear discriminant analysis (2DLDA).,CVPR,2009
1304752,An empirical Bayes approach to contextual region classification.,CVPR,2009
1304753,A robust parametric method for bias field estimation and segmentation of MR images.,CVPR,2009
1304754,Volterrafaces: Discriminant analysis using Volterra kernels.,CVPR,2009
1304755,Capturing multiple illumination conditions using time and color multiplexing.,CVPR,2009
1304756,Higher-order clique reduction in binary graph cut.,CVPR,2009
1304757,Abnormal crowd behavior detection using social force model.,CVPR,2009
1304758,Reducing JointBoost-based multiclass classification to proximity search.,CVPR,2009
1304759,Regularized multi-class semi-supervised boosting.,CVPR,2009
1304760,Linear embeddings in non-rigid structure from motion.,CVPR,2009
1304761,Depth from sliding projections.,CVPR,2009
1304762,Stacks of convolutional Restricted Boltzmann Machines for shift-invariant feature learning.,CVPR,2009
1304763,Recognizing linked events: Searching the space of feasible explanations.,CVPR,2009
1304764,Bundling features for large scale partial-duplicate web image search.,CVPR,2009
1304765,HOP: Hierarchical object parsing.,CVPR,2009
1304766,Classification of tensors and fiber tracts using Mercer-kernels encoding soft probabilistic spatial and diffusion information.,CVPR,2009
1304767,Learning to detect unseen object classes by between-class attribute transfer.,CVPR,2009
1304768,Efficient image alignment using linear appearance models.,CVPR,2009
1304769,Contextualizing histogram.,CVPR,2009
1304770,Learning shape prior models for object matching.,CVPR,2009
1304771,Robust unsupervised segmentation of degraded document images with topic models.,CVPR,2009
1304772,Motion capture using joint skeleton tracking and surface estimation.,CVPR,2009
1304773,Nonparametric scene parsing: Label transfer via dense scene alignment.,CVPR,2009
1304774,Learning partially-observed hidden conditional random fields for facial expression recognition.,CVPR,2009
1304775,Large displacement optical flow.,CVPR,2009
